id_cliente;id_geografia;id_cliente_alternativa;primer_nombre;segundo_nombre;fecha_nacimiento;estado_civil;genero;correo;salario_mensual;cantidad_hijos;cantidad_hijos_en_casa;EnglishEducation;nivel_educativo;EnglishOccupation;ocupacion;casa_propia?;cantidad_autos;direccion1;direccion2;telefono;fecha_primera_compra;distancia_tienda_mas_cercana
26501;310;AW00026501;Allison;Parker;02/08/1953;S;Mujer;allison30@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;9634 East Avenue;;750-555-0124;04/10/2013;10+ Km
26502;311;AW00026502;Taylor;Brown;30/10/1953;S;Mujer;taylor51@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;3390 Colfax Street;;408-555-0155;04/09/2013;10+ Km
26503;55;AW00026503;Jeremiah;Townsend;31/01/1960;C;Hombre;jeremiah41@adventure-works.com;40000;2;1;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;6920 Merriewood Dr.;;155-555-0150;03/06/2012;2-5 Km
26504;62;AW00026504;Jennifer;Robinson;17/02/1955;C;Mujer;jennifer45@adventure-works.com;40000;2;1;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;1305 Rain Drop Circle;;905-555-0194;14/06/2012;2-5 Km
26505;62;AW00026505;Jennifer;Wright;13/08/1960;C;Mujer;jennifer23@adventure-works.com;40000;2;1;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;6675 Andrea Lane;;675-555-0169;04/02/2013;10+ Km
26506;607;AW00026506;Ruth;Srini;14/01/1955;S;Mujer;ruth13@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;6535 Warmcastle Ct.;;591-555-0153;23/02/2013;10+ Km
26507;612;AW00026507;Abhijit;Thakur;30/01/1960;C;Mujer;abhijit0@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;7806 Bentley St.;;185-555-0194;02/06/2013;10+ Km
26508;618;AW00026508;Marcus;Ross;11/01/1955;C;Hombre;marcus53@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;3283 Terra Granda;;448-555-0176;10/05/2013;10+ Km
26509;642;AW00026509;Seth;Taylor;02/09/1954;S;Hombre;seth9@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;4518 Sequoia Drive;# 2;627-555-0110;19/05/2012;2-5 Km
26510;335;AW00026510;Jack;Scott;15/09/1954;S;Hombre;jack50@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;2759 Carrick Ct.;;166-555-0111;23/05/2012;10+ Km
26511;385;AW00026511;Charles;Weisman;04/02/1955;C;Hombre;charles16@adventure-works.com;70000;5;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;7805 Roslyn Drive;;870-555-0182;21/05/2012;10+ Km
26512;52;AW00026512;Christina;Cooper;28/01/1961;C;Mujer;christina16@adventure-works.com;40000;2;1;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;0;2;5901 Larch Ct.;;481-555-0123;06/06/2012;2-5 Km
26513;609;AW00026513;Stacy;Moreno;03/08/1955;S;Mujer;stacy7@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;6220 Krueger Dr.;;818-555-0181;02/05/2012;2-5 Km
26514;326;AW00026514;Cameron;Powell;13/10/1955;C;Hombre;cameron3@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;1;9000 Adobe St;;139-555-0132;17/06/2013;1-2 Km
26515;326;AW00026515;Zoe;Watson;12/09/1961;C;Mujer;zoe0@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;7936 Sterling Hill;;166-555-0180;21/08/2013;10+ Km
26516;329;AW00026516;Jill;Perry;06/03/1956;C;Mujer;jill32@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;6152 Del Mar Ave;;213-555-0117;13/07/2013;10+ Km
26517;329;AW00026517;Melanie;Griffin;07/08/1955;C;Mujer;melanie8@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;3193 Mehaffey Way;;154-555-0148;21/03/2013;10+ Km
26518;337;AW00026518;Marcus;Lee;14/12/1955;S;Hombre;marcus23@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;7145 Matchstick Drive;;789-555-0166;11/10/2013;10+ Km
26519;374;AW00026519;Brianna;Wood;02/07/1955;C;Mujer;brianna49@adventure-works.com;80000;3;1;Bachelors;Licenciatura;Management;Gestión;1;1;639 La Corte Bonita;;172-555-0181;26/08/2013;5-10 Km
26520;614;AW00026520;Chloe;Ramirez;22/04/1957;S;Mujer;chloe61@adventure-works.com;60000;2;1;High School;Educación secundaria;Professional;Profesional;0;2;9970 Loma Linda;;816-555-0118;24/05/2012;2-5 Km
26521;633;AW00026521;Nathan;Taylor;28/11/1956;C;Hombre;nathan67@adventure-works.com;60000;2;1;High School;Educación secundaria;Professional;Profesional;0;2;9216 Sandy Way;;224-555-0112;07/05/2012;2-5 Km
26522;641;AW00026522;Logan;Thompson;23/09/1962;C;Hombre;logan67@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;2737 East 27th Street;;703-555-0129;06/08/2013;10+ Km
26523;299;AW00026523;Casey;Raji;12/11/1962;S;Mujer;casey21@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;9113 Park Lane;;492-555-0123;18/10/2013;10+ Km
26524;329;AW00026524;Anthony;Robinson;01/11/1956;C;Hombre;anthony4@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;3154 Boxwood Dr.;;929-555-0193;19/12/2013;10+ Km
26525;383;AW00026525;Jeremy;Bell;23/04/1963;S;Hombre;jeremy42@adventure-works.com;70000;2;1;High School;Educación secundaria;Professional;Profesional;1;2;8222 Northridge Road;;931-555-0183;16/09/2013;10+ Km
26526;334;AW00026526;Blake;Coleman;15/02/1958;C;Hombre;blake53@adventure-works.com;70000;2;1;High School;Educación secundaria;Professional;Profesional;1;2;7950 H Pine Creek Way;;687-555-0176;24/10/2013;10+ Km
26527;43;AW00026527;Oscar;Hayes;06/09/1963;C;Hombre;oscar8@adventure-works.com;70000;2;1;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;5897 Scottsdale Rd.;;150-555-0146;28/07/2013;10+ Km
26528;614;AW00026528;Samuel;Garcia;01/11/1958;S;Hombre;samuel55@adventure-works.com;60000;3;1;High School;Educación secundaria;Professional;Profesional;1;2;2773 Bonifacio Street;;130-555-0138;29/12/2013;10+ Km
26529;69;AW00026529;Jasmine;Davis;04/04/1975;S;Mujer;jasmine5@adventure-works.com;70000;5;0;Graduate Degree;Estudios de postgrado;Professional;Profesional;1;0;9892 N. Spoonwood Ct.;;540-555-0181;21/07/2012;2-5 Km
26530;542;AW00026530;Riley;Morgan;10/09/1974;C;Mujer;riley33@adventure-works.com;70000;5;0;Graduate Degree;Estudios de postgrado;Professional;Profesional;0;0;2827 Red Leaf;;660-555-0143;23/05/2012;0-1 Km
26531;302;AW00026531;Jeremy;Reed;06/10/1974;C;Hombre;jeremy46@adventure-works.com;70000;5;5;Graduate Degree;Estudios de postgrado;Professional;Profesional;1;2;7801 Midway Ct.;;452-555-0112;23/05/2013;2-5 Km
26532;311;AW00026532;Angela;Barnes;12/03/1974;S;Mujer;angela5@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Management;Gestión;0;1;8349 Roxbury Drive;;130-555-0175;24/05/2012;0-1 Km
26533;52;AW00026533;Xavier;Mitchell;25/01/1974;C;Hombre;xavier34@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Management;Gestión;0;1;7834 Roux Court;;939-555-0178;29/08/2012;0-1 Km
26534;348;AW00026534;Fernando;Smith;07/02/1979;S;Hombre;fernando1@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Management;Gestión;1;1;5637 Arbor Drive;;166-555-0119;06/05/2012;1-2 Km
26535;632;AW00026535;Kelly;Perry;23/12/1979;C;Mujer;kelly12@adventure-works.com;90000;4;4;Bachelors;Licenciatura;Management;Gestión;1;1;6006 Hackamore Lane;;542-555-0115;09/09/2013;1-2 Km
26536;325;AW00026536;Katherine;Thomas;01/10/1978;S;Mujer;katherine81@adventure-works.com;100000;0;0;Bachelors;Licenciatura;Management;Gestión;1;2;5840 Delta Fair Blvd.;;112-555-0159;10/05/2012;1-2 Km
26537;644;AW00026537;Wyatt;Perez;12/10/1972;S;Hombre;wyatt41@adventure-works.com;100000;1;0;Bachelors;Licenciatura;Management;Gestión;1;2;1162 Park Glenn;;735-555-0150;18/05/2012;1-2 Km
26538;298;AW00026538;Warren;Black;15/11/1979;C;Hombre;warren10@adventure-works.com;110000;2;1;Graduate Degree;Estudios de postgrado;Management;Gestión;1;3;8866 Alpha Way;;189-555-0173;19/05/2012;1-2 Km
26539;302;AW00026539;Faith;Hayes;23/10/1973;S;Mujer;faith22@adventure-works.com;130000;1;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;5199 James Donlon Blvd;;330-555-0137;12/05/2012;0-1 Km
26540;310;AW00026540;Jada;Sanchez;19/10/1979;S;Mujer;jada16@adventure-works.com;170000;1;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;1;3009 Temple Court;;910-555-0113;29/05/2012;0-1 Km
26541;311;AW00026541;Alexis;Butler;01/11/1984;C;Mujer;alexis37@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;5217 Cordova Way;;276-555-0133;19/05/2013;5-10 Km
26542;607;AW00026542;Jamie;Torres;22/09/1983;C;Hombre;jamie34@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Professional;Profesional;0;2;1248 Tanager Cir;;285-555-0189;13/04/2013;1-2 Km
26543;21;AW00026543;Susan;Guo;20/07/1952;S;Mujer;susan28@adventure-works.com;10000;2;1;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;9534 Country View Lane;;1 (11) 500 555-0162;15/02/2013;1-2 Km
26544;614;AW00026544;Riley;Ramirez;21/09/1983;C;Mujer;riley26@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;8258 N. Broadway;;926-555-0155;08/05/2013;5-10 Km
26545;315;AW00026545;Taylor;Ross;08/07/1983;C;Mujer;taylor29@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;2598 Breck Court;;357-555-0117;14/05/2012;1-2 Km
26546;329;AW00026546;Miguel;Bennett;24/12/1983;C;Hombre;miguel47@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;6208 Hedaro Court;;180-555-0197;01/05/2012;5-10 Km
26547;7;AW00026547;Barbara;Beck;06/11/1951;S;Mujer;barbara48@adventure-works.com;30000;2;0;Partial College;Estudios universitarios (en curso);Clerical;Administrativo;0;2;6654 Shelly Dr.;;1 (11) 500 555-0127;18/06/2012;5-10 Km
26548;7;AW00026548;Casey;Suarez;07/11/1952;S;Hombre;casey43@adventure-works.com;20000;4;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;3106 Julpum Loop;;1 (11) 500 555-0175;23/06/2012;1-2 Km
26549;15;AW00026549;Jamie;Sanz;12/08/1959;S;Hombre;jamie42@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;5790 Amigo Ln.;;1 (11) 500 555-0169;25/06/2012;5-10 Km
26550;612;AW00026550;Alex;Morris;27/04/1983;S;Hombre;alex22@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Professional;Profesional;0;2;8133 Andrews Dr.;;552-555-0199;03/08/2013;5-10 Km
26551;545;AW00026551;Noah;Moore;20/03/1983;S;Hombre;noah47@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;3000 Wildcat Circle;;162-555-0115;13/02/2013;5-10 Km
26552;631;AW00026552;Judith;Turner;09/09/1982;C;Mujer;judith2@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;6478 Hastings Dr.;;991-555-0196;21/06/2013;5-10 Km
26553;634;AW00026553;Kayla;Powell;07/11/1982;S;Mujer;kayla32@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;9392 16th St.;;186-555-0170;14/12/2013;5-10 Km
26554;301;AW00026554;Michael;Garcia;13/11/1982;S;Hombre;michael48@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;9833 Mt. Dias Blv.;;537-555-0134;01/11/2013;1-2 Km
26555;345;AW00026555;Jeremy;Perry;11/12/1982;S;Hombre;jeremy25@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;8598 Sharon Dr.;;249-555-0123;15/08/2013;0-1 Km
26556;539;AW00026556;Jeremy;Cooper;01/11/1981;C;Hombre;jeremy38@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;2909 Woodland Dr.;;869-555-0171;18/05/2013;1-2 Km
26557;312;AW00026557;Katelyn;Morgan;10/01/1982;S;Mujer;katelyn21@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;8434 Ringing Court;;607-555-0179;11/05/2013;5-10 Km
26558;28;AW00026558;Holly;Garcia;22/02/1955;C;Mujer;holly14@adventure-works.com;10000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;9043 Risdon Road;;1 (11) 500 555-0139;09/07/2013;1-2 Km
26559;3;AW00026559;Marshall;Ye;13/11/1954;S;Hombre;marshall8@adventure-works.com;10000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;9849 Santa Fe Court;;1 (11) 500 555-0118;15/05/2013;5-10 Km
26560;10;AW00026560;Lindsey;Shen;31/05/1962;C;Mujer;lindsey2@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;589 Woodcrest Drive;;1 (11) 500 555-0163;10/06/2012;5-10 Km
26561;32;AW00026561;Hannah;Lewis;02/05/1962;C;Mujer;hannah19@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;9640 Kenneth Ct.;;1 (11) 500 555-0118;12/06/2012;5-10 Km
26562;2;AW00026562;Edward;Wilson;24/07/1958;C;Hombre;edward29@adventure-works.com;40000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;9875 Grant St;;1 (11) 500 555-0190;12/06/2012;5-10 Km
26563;40;AW00026563;Keith;She;24/07/1958;C;Hombre;keith2@adventure-works.com;40000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;9875 Grant St;;1 (11) 500 555-0197;29/06/2012;5-10 Km
26564;32;AW00026564;Franklin;Chen;25/03/1960;S;Hombre;franklin2@adventure-works.com;40000;3;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;9632 K St.;;1 (11) 500 555-0199;28/01/2014;1-2 Km
26565;2;AW00026565;Gabriel;Mitchell;17/11/1959;S;Hombre;gabriel42@adventure-works.com;40000;3;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;6510 Northridge Drive;;1 (11) 500 555-0131;31/12/2013;1-2 Km
26566;39;AW00026566;Crystal;Chen;19/03/1965;S;Mujer;crystal4@adventure-works.com;40000;3;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;2402 Cinnabar St.;;1 (11) 500 555-0148;08/06/2012;5-10 Km
26567;6;AW00026567;Michele;Rai;03/10/1966;S;Mujer;michele18@adventure-works.com;80000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;2998 Brook Street;;1 (11) 500 555-0121;07/06/2012;1-2 Km
26568;38;AW00026568;Nancy;Kovar;07/08/1966;S;Mujer;nancy8@adventure-works.com;80000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;1314 Greenview Court;;1 (11) 500 555-0179;15/06/2012;5-10 Km
26569;25;AW00026569;Michelle;Sanchez;05/02/1961;C;Mujer;michelle24@adventure-works.com;80000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;3396 Olivera Rd.;;1 (11) 500 555-0147;15/06/2012;5-10 Km
26570;18;AW00026570;Hunter;Gonzales;07/11/1960;C;Hombre;hunter14@adventure-works.com;80000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;4679 Cardinal Dr;;1 (11) 500 555-0154;18/06/2012;5-10 Km
26571;22;AW00026571;Lacey;Pal;15/08/1960;S;Mujer;lacey2@adventure-works.com;80000;2;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;6890 Highland Road;;1 (11) 500 555-0197;14/06/2012;1-2 Km
26572;66;AW00026572;Jessica;Russell;18/05/1981;S;Mujer;jessica44@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;6155 Larch Ct.;;274-555-0128;31/10/2012;1-2 Km
26573;641;AW00026573;Samantha;Clark;14/11/1980;C;Mujer;samantha20@adventure-works.com;40000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;3022 Terra Calitina;;556-555-0128;04/02/2013;5-10 Km
26574;300;AW00026574;Jordan;Allen;25/03/1981;C;Hombre;jordan76@adventure-works.com;40000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;5586 Pacheco;;612-555-0181;10/11/2013;5-10 Km
26575;302;AW00026575;Toni;Gonzalez;04/01/1981;S;Mujer;toni19@adventure-works.com;40000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;2657 Honey Trail Lane;;113-555-0174;10/05/2012;1-2 Km
26576;335;AW00026576;Kaitlyn;Robinson;09/07/1980;C;Mujer;kaitlyn41@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;5288 York Dr.;;935-555-0189;31/05/2013;5-10 Km
26577;339;AW00026577;Cindy;Edwards;01/08/1980;C;Mujer;cindy20@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;8468 Clifford Court;;882-555-0188;01/06/2013;5-10 Km
26578;339;AW00026578;Jeremy;White;23/04/1981;S;Hombre;jeremy3@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;9830 May Way;;642-555-0133;28/10/2013;5-10 Km
26579;369;AW00026579;Hunter;Hayes;19/11/1979;S;Hombre;hunter18@adventure-works.com;50000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;2197 Heights Ave.;;174-555-0134;23/05/2012;1-2 Km
26580;548;AW00026580;Paige;Ramirez;14/01/1980;C;Mujer;paige30@adventure-works.com;50000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;2317 Matchstick Drive;;820-555-0189;03/01/2014;5-10 Km
26581;609;AW00026581;Mariah;Patterson;22/05/1979;C;Mujer;mariah15@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;3366 Carson Street;;523-555-0180;22/05/2012;5-10 Km
26582;49;AW00026582;Fernando;Moore;31/08/1978;C;Hombre;fernando8@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;764 Teak Court;;647-555-0151;21/11/2012;5-10 Km
26583;369;AW00026583;James;Patterson;10/02/1982;S;Hombre;james26@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;9640 Alderwood Lane;;596-555-0114;15/07/2013;1-2 Km
26584;644;AW00026584;Benjamin;Alexander;23/08/1981;C;Hombre;benjamin20@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;757 Eureka Lane;;240-555-0151;29/01/2013;1-2 Km
26585;10;AW00026585;Alejandro;Xu;12/01/1962;S;Hombre;alejandro15@adventure-works.com;80000;2;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;6389 Sandview Dr.;;1 (11) 500 555-0175;31/05/2012;5-10 Km
26586;611;AW00026586;Alexandra;Baker;09/01/1982;C;Mujer;alexandra58@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;3173 Hilltop Dr.;;996-555-0185;16/07/2013;5-10 Km
26587;13;AW00026587;Mario;Johnsen;05/09/1962;S;Hombre;mario9@adventure-works.com;70000;2;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;3165 Fountain Rd.;;1 (11) 500 555-0111;06/06/2012;1-2 Km
26588;30;AW00026588;Dustin;Pal;21/03/1963;C;Hombre;dustin12@adventure-works.com;70000;2;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;9105 Santa Fe;;1 (11) 500 555-0153;09/07/2012;5-10 Km
26589;13;AW00026589;Julie;Tang;29/01/1974;S;Mujer;julie8@adventure-works.com;70000;2;0;High School;Educación secundaria;Professional;Profesional;1;2;205 Park Blvd.;;1 (11) 500 555-0140;28/07/2012;5-10 Km
26590;3;AW00026590;Jorge;Guo;30/05/1964;C;Hombre;jorge20@adventure-works.com;100000;1;1;Bachelors;Licenciatura;Management;Gestión;1;1;9784 Mt Etna Drive;;1 (11) 500 555-0132;17/10/2013;10+ Km
26591;34;AW00026591;Aimee;Chen;01/08/1969;S;Mujer;aimee2@adventure-works.com;100000;1;1;Bachelors;Licenciatura;Management;Gestión;1;2;2785 Terrace Dr.;;1 (11) 500 555-0180;18/07/2012;2-5 Km
26592;39;AW00026592;Brenda;Lopez;31/10/1975;S;Mujer;brenda20@adventure-works.com;100000;1;1;Bachelors;Licenciatura;Management;Gestión;1;3;9040 Pierce;;1 (11) 500 555-0196;26/05/2013;2-5 Km
26593;329;AW00026593;Eduardo;Campbell;15/09/1971;S;Hombre;eduardo40@adventure-works.com;130000;0;1;Graduate Degree;Estudios de postgrado;Management;Gestión;0;3;9536 Mt. Hood Circle;;402-555-0123;18/12/2013;1-2 Km
26594;348;AW00026594;Melissa;Wood;02/08/1968;C;Mujer;melissa21@adventure-works.com;70000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;1395 Dos Rios Drive;;459-555-0122;07/06/2013;5-10 Km
26595;623;AW00026595;Alyssa;Bailey;03/10/1962;C;Mujer;alyssa33@adventure-works.com;70000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;8811 Lombardy Lane;;715-555-0165;05/01/2014;5-10 Km
26596;343;AW00026596;Antonio;Hayes;30/11/1969;C;Hombre;antonio23@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;2;3341 Riverside Dr.;;959-555-0114;09/06/2013;2-5 Km
26597;648;AW00026597;Madison;Lewis;04/07/1969;S;Mujer;madison21@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;0;2;6394 Dumbarton Drive;;788-555-0156;09/01/2014;0-1 Km
26598;642;AW00026598;Charles;Adams;30/08/1969;S;Hombre;charles35@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;2;1258 Steven Way;;257-555-0115;04/02/2013;2-5 Km
26599;385;AW00026599;Allison;Reed;13/07/1969;C;Mujer;allison20@adventure-works.com;60000;4;4;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;2;8779 Gatewood Court;;770-555-0129;11/02/2013;2-5 Km
26600;355;AW00026600;Michelle;Gray;19/01/1970;S;Mujer;michelle7@adventure-works.com;60000;4;2;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;0;2;2047 Westbury Dr;;372-555-0129;15/05/2012;0-1 Km
26601;347;AW00026601;Kyle;Gonzalez;21/06/1975;S;Hombre;kyle38@adventure-works.com;60000;4;2;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;2;4676 Duckhorn Court;;477-555-0132;18/05/2012;2-5 Km
26602;335;AW00026602;Noah;Yang;02/04/1969;S;Hombre;noah23@adventure-works.com;70000;4;2;Bachelors;Licenciatura;Professional;Profesional;1;2;7022 E Trident Dr;;591-555-0114;08/06/2012;2-5 Km
26603;302;AW00026603;Sheila;Ruiz;30/09/1968;S;Mujer;sheila2@adventure-works.com;70000;4;2;Bachelors;Licenciatura;Professional;Profesional;0;2;9171 Driftwood Court;;216-555-0136;08/06/2012;0-1 Km
26604;359;AW00026604;Elizabeth;West;07/05/1974;S;Mujer;elizabeth42@adventure-works.com;70000;0;0;Bachelors;Licenciatura;Professional;Profesional;0;1;3919 Fern Leaf Lane;;290-555-0134;13/06/2012;0-1 Km
26605;338;AW00026605;Brandon;Foster;26/08/1968;S;Hombre;brandon13@adventure-works.com;70000;0;0;Bachelors;Licenciatura;Professional;Profesional;0;1;679 Land Ave;;743-555-0118;25/01/2014;2-5 Km
26606;633;AW00026606;Hannah;Harris;29/11/1974;S;Mujer;hannah12@adventure-works.com;60000;3;2;Graduate Degree;Estudios de postgrado;Professional;Profesional;1;0;4514 Terry Lynn Lane;;182-555-0145;08/06/2012;2-5 Km
26607;299;AW00026607;Natalie;Powell;07/01/1969;C;Mujer;natalie31@adventure-works.com;60000;3;2;Graduate Degree;Estudios de postgrado;Professional;Profesional;1;0;7569 Mt. Everest Court;;403-555-0151;22/06/2012;2-5 Km
26608;300;AW00026608;Aaron;Nelson;10/01/1980;S;Hombre;aaron42@adventure-works.com;60000;3;2;Graduate Degree;Estudios de postgrado;Professional;Profesional;0;0;9819 Anchor Court;;690-555-0178;24/06/2012;0-1 Km
26609;536;AW00026609;Abigail;Kelly;05/10/1978;C;Mujer;abigail23@adventure-works.com;70000;1;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;896 Southdale;;137-555-0115;17/06/2012;0-1 Km
26610;345;AW00026610;Mary;Perez;08/05/1968;C;Mujer;mary25@adventure-works.com;70000;1;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;8343 Chilpancingo Pkwy.;;271-555-0116;21/06/2012;2-5 Km
26611;311;AW00026611;Kayla;Henderson;17/10/1967;C;Mujer;kayla29@adventure-works.com;70000;1;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;4173 Willow Pass Road;;561-555-0149;06/06/2012;2-5 Km
26612;299;AW00026612;Janet;Romero;01/09/1966;C;Mujer;janet14@adventure-works.com;40000;4;3;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;3;8015 Climbing Vine Court;;449-555-0114;20/10/2013;10+ Km
26613;302;AW00026613;Priscilla;Lal;23/12/1966;C;Mujer;priscilla8@adventure-works.com;40000;4;3;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;3;5412 Iris Ct;;439-555-0149;19/01/2014;5-10 Km
26614;637;AW00026614;Richard;Robinson;03/12/1966;S;Hombre;richard12@adventure-works.com;40000;4;2;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;2030 Hill Drive;;646-555-0154;16/06/2012;2-5 Km
